codigo,descricao,qtde,preco,custo,ult_aquisicao,markup
009536,TENIS MOLEKINHO 2850.310 15787PRETO01\PRET,7,129.9,60.24,30/09/25,115.64
009323,TENIS MOLEKINHO 2852.102 VERMONT 2852.102,4,139.9,64.79,25/09/25,115.93
010375,TENIS MOLEKINHO 2866.314 15745 PRETO/GUI,7,189.9,90.2,23/01/26,110.53
009768,TENIS RN MIMO FLEX 003.505 004 ROSA,1,49.99,21.41,16/06/25,133.49
009769,TENIS RN MIMO FLEX 003.505 008 MARFIM,1,49.99,21.41,01/12/25,133.49
009771,TENIS RN MIMO FLEX 003.513 0051 PRETO/PINK,3,49.99,21.41,01/12/25,133.49
010011,TENIS SLIP ON MODARE 7402.108 MARROM AVELA 1248,1,184.99,87.69,16/09/25,110.96
010557,TENIS SPORT ACTVITTA 4849.302 110124,3,254.99,118.18,05/05/26,115.76
010648,TENIS SPORT INFANTIL MOLEKINHA 110324,14,149.9,74.02,02/06/26,102.51
010615,TENIS SPORT MODARE 4849.306 109777 CAMEL/NUDE,9,254.99,119.97,26/05/26,112.54
004063,TENIS VIZZANO 1389.101 PELICA 1389.101,2,159.9,76.94,/  /,107.82
009287,TENIS WBOYS 360.001 VOLTAS AULAS 327 MARINHO,2,89.9,41.63,01/08/25,115.95
005918,TOTE DIVERSOS,6,44.9,4.13,/  /,987.17
